避難所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
上板橋小学校,131199,東京都,板橋区,東京都板橋区東山町47-3,35.755230,139.686311
桜川小学校,131199,東京都,板橋区,東京都板橋区東新町2-29-1,35.755113,139.678245
桜川中学校,131199,東京都,板橋区,東京都板橋区桜川1-2-1,35.756116,139.677168
常盤台小学校,131199,東京都,板橋区,東京都板橋区常盤台1-6-1,35.759558,139.691159
上板橋第四小学校,131199,東京都,板橋区,東京都板橋区上板橋1-3-1,35.761455,139.678864
上板橋第一中学校,131199,東京都,板橋区,東京都板橋区南常盤台1-1-1,35.756862,139.691263
上板橋第三中学校,131199,東京都,板橋区,東京都板橋区常盤台3-30-1,35.763551,139.682247
富士見台小学校,131199,東京都,板橋区,東京都板橋区前野町1-10-1,35.763943,139.695296
北前野小学校,131199,東京都,板橋区,東京都板橋区前野町5-44-3,35.773123,139.685146
前野小学校,131199,東京都,板橋区,東京都板橋区前野町6-40-1,35.768345,139.687519
志村第一小学校,131199,東京都,板橋区,東京都板橋区泉町17-1,35.766339,139.701500
志村第三小学校,131199,東京都,板橋区,東京都板橋区清水町83-1,35.767238,139.704907
志村第一中学校,131199,東京都,板橋区,東京都板橋区大原町33-1,35.767145,139.696903
志村第二小学校,131199,東京都,板橋区,東京都板橋区志村1-7-1,35.772562,139.697780
志村小学校,131199,東京都,板橋区,東京都板橋区志村2-16-3,35.775315,139.686681
志村第四小学校,131199,東京都,板橋区,東京都板橋区小豆沢4-13-1,35.780345,139.701142
志村第二中学校,131199,東京都,板橋区,東京都板橋区小豆沢1-21-1,35.775486,139.702910
志村第四中学校,131199,東京都,板橋区,東京都板橋区志村3-15-1,35.776514,139.683891
中台小学校,131199,東京都,板橋区,東京都板橋区中台1-9-7,35.766410,139.680964
緑小学校,131199,東京都,板橋区,東京都板橋区中台3-27-1,35.772447,139.679495
若木小学校,131199,東京都,板橋区,東京都板橋区若木1-14-1,35.769347,139.675386
志村第五小学校,131199,東京都,板橋区,東京都板橋区西台3-38-23,35.777129,139.668499
中台中学校,131199,東京都,板橋区,東京都板橋区中台1-56-23,35.769282,139.680251
志村坂下小学校,131199,東京都,板橋区,東京都板橋区相生町26-14,35.779071,139.680315
蓮根小学校,131199,東京都,板橋区,東京都板橋区蓮根3-10-1,35.787737,139.676610
蓮根第二小学校,131199,東京都,板橋区,東京都板橋区蓮根3-15-5,35.788132,139.677832
志村第六小学校,131199,東京都,板橋区,東京都板橋区坂下2-18-1,35.783743,139.680606
志村第三中学校,131199,東京都,板橋区,東京都板橋区坂下2-21-1,35.783893,139.683495
志村第五中学校,131199,東京都,板橋区,東京都板橋区坂下2-1-20,35.782375,139.685802
舟渡小学校,131199,東京都,板橋区,東京都板橋区舟渡3-6-15,35.793601,139.681665
下赤塚小学校,131199,東京都,板橋区,東京都板橋区赤塚6-14-1,35.774600,139.642857
赤塚新町小学校,131199,東京都,板橋区,東京都板橋区赤塚新町3-31-1,35.769262,139.635870
赤塚第三中学校,131199,東京都,板橋区,東京都板橋区赤塚7-27-15,35.779740,139.648190
成増小学校,131199,東京都,板橋区,東京都板橋区成増1-11-1,35.774342,139.632664
成増ヶ丘小学校,131199,東京都,板橋区,東京都板橋区成増3-17-7,35.780955,139.634356
赤塚小学校,131199,東京都,板橋区,東京都板橋区赤塚3-1-22,35.777932,139.640614
三園小学校,131199,東京都,板橋区,東京都板橋区三園1-24-1,35.790409,139.637535
赤塚第二中学校,131199,東京都,板橋区,東京都板橋区成増3-18-1,35.780530,139.632946
徳丸小学校,131199,東京都,板橋区,東京都板橋区徳丸1-21-1,35.771749,139.666619
北野小学校,131199,東京都,板橋区,東京都板橋区徳丸3-23-1,35.771608,139.657095
紅梅小学校,131199,東京都,板橋区,東京都板橋区徳丸8-10-1,35.781234,139.657412
赤塚第一中学校,131199,東京都,板橋区,東京都板橋区徳丸4-13-1,35.771687,139.651991
高島第六小学校,131199,東京都,板橋区,東京都板橋区高島平1-50-1,35.784335,139.670362
高島第二小学校,131199,東京都,板橋区,東京都板橋区高島平2-25-1,35.785005,139.661704
高島第五小学校,131199,東京都,板橋区,東京都板橋区高島平3-11-1,35.786866,139.657153
高島第三小学校,131199,東京都,板橋区,東京都板橋区高島平4-21-1,35.788908,139.649925
高島第一小学校,131199,東京都,板橋区,東京都板橋区高島平7-24-1,35.791924,139.659816
新河岸小学校,131199,東京都,板橋区,東京都板橋区新河岸1-3-1,35.793800,139.665060
西台中学校,131199,東京都,板橋区,東京都板橋区高島平1-4-1,35.782023,139.671665
高島第二中学校,131199,東京都,板橋区,東京都板橋区高島平2-24-1,35.785321,139.660343
高島第三中学校,131199,東京都,板橋区,東京都板橋区高島平4-22-1,35.788266,139.651096
高島第一中学校,131199,東京都,板橋区,東京都板橋区高島平8-26-1,35.791893,139.663019
旧板橋第四中学校,131199,東京都,板橋区,東京都板橋区富士見町3-1,35.760703,139.700472
東京都立志村学園,131199,東京都,板橋区,東京都板橋区西台1-41-10,35.777338,139.674721
社会福祉法人ハッピーネット　総合ケアセンター若葉ゆめの園,131199,東京都,板橋区,東京都板橋区若木3-15-1,35.772106,139.674202
旧板橋第九小学校,131199,東京都,板橋区,東京都板橋区栄町6-1,35.754653,139.704155
南町小学校,131202,東京都,練馬区,東京都練馬区練馬2-7-5,35.740886,139.652787
開進第三小学校,131202,東京都,練馬区,東京都練馬区桜台2-18-1,35.742898,139.666495
開進第二小学校,131202,東京都,練馬区,東京都練馬区桜台5-10-5,35.742028,139.658388
開進第四小学校,131202,東京都,練馬区,東京都練馬区羽沢2-33-1,35.748002,139.671561
小竹小学校,131202,東京都,練馬区,東京都練馬区小竹町2-6-7,35.744089,139.679769
旭丘小学校,131202,東京都,練馬区,東京都練馬区旭丘2-21-1,35.736695,139.676998
豊玉第二小学校,131202,東京都,練馬区,東京都練馬区豊玉上2-16-1,35.737393,139.661994
豊玉東小学校,131202,東京都,練馬区,東京都練馬区豊玉北1-16-1,35.732738,139.667754
豊玉小学校,131202,東京都,練馬区,東京都練馬区豊玉中4-2-20,35.732882,139.651725
豊玉南小学校,131202,東京都,練馬区,東京都練馬区豊玉南2-14-1,35.727811,139.656378
練馬第三小学校,131202,東京都,練馬区,東京都練馬区貫井1-36-15,35.737159,139.635188
練馬第二小学校,131202,東京都,練馬区,東京都練馬区貫井2-31-13,35.741745,139.633922
向山小学校,131202,東京都,練馬区,東京都練馬区向山2-14-11,35.740625,139.641183
中村西小学校,131202,東京都,練馬区,東京都練馬区中村北4-17-1,35.734266,139.635399
中村小学校,131202,東京都,練馬区,東京都練馬区中村2-8-1,35.731225,139.644008
泉新小学校,131202,東京都,練馬区,東京都練馬区三原台3-18-30,35.754243,139.601513
谷原小学校,131202,東京都,練馬区,東京都練馬区谷原2-9-26,35.751118,139.613788
北原小学校,131202,東京都,練馬区,東京都練馬区谷原4-9-1,35.754566,139.613624
富士見台小学校,131202,東京都,練馬区,東京都練馬区富士見台4-16-10,35.744908,139.623242
南が丘小学校,131202,東京都,練馬区,東京都練馬区南田中2-13-1,35.733802,139.617264
石神井東小学校,131202,東京都,練馬区,東京都練馬区南田中3-9-1,35.737833,139.619793
南田中小学校,131202,東京都,練馬区,東京都練馬区南田中5-15-37,35.737038,139.611167
光和小学校,131202,東京都,練馬区,東京都練馬区石神井町2-16-34,35.746353,139.607292
下石神井小学校,131202,東京都,練馬区,東京都練馬区下石神井2-20-18,35.731664,139.605374
上石神井小学校,131202,東京都,練馬区,東京都練馬区上石神井4-10-9,35.728102,139.589212
石神井小学校,131202,東京都,練馬区,東京都練馬区石神井台1-1-25,35.735631,139.599185
上石神井北小学校,131202,東京都,練馬区,東京都練馬区石神井台5-1-32,35.735834,139.588254
石神井台小学校,131202,東京都,練馬区,東京都練馬区石神井台8-6-33,35.735297,139.581079
石神井西小学校,131202,東京都,練馬区,東京都練馬区関町北1-1-5,35.723966,139.580602
関町小学校,131202,東京都,練馬区,東京都練馬区関町北3-23-34,35.724994,139.571894
関町北小学校,131202,東京都,練馬区,東京都練馬区関町北5-13-40,35.732559,139.573743
立野小学校,131202,東京都,練馬区,東京都練馬区立野町17-13,35.718385,139.580728
大泉第三小学校,131202,東京都,練馬区,東京都練馬区大泉学園町3-22-1,35.763620,139.579602
大泉学園小学校,131202,東京都,練馬区,東京都練馬区大泉学園町4-7-1,35.765614,139.593702
大泉学園緑小学校,131202,東京都,練馬区,東京都練馬区大泉学園町5-11-47,35.766463,139.586030
大泉学園桜小学校,131202,東京都,練馬区,東京都練馬区大泉学園町9-2-2,35.777195,139.591860
橋戸小学校,131202,東京都,練馬区,東京都練馬区大泉町2-11-25,35.759011,139.602570
大泉第一小学校,131202,東京都,練馬区,東京都練馬区大泉町3-16-23,35.765874,139.599280
大泉北小学校,131202,東京都,練馬区,東京都練馬区大泉町4-28-22,35.762472,139.595859
大泉東小学校,131202,東京都,練馬区,東京都練馬区東大泉1-22-1,35.749125,139.590660
大泉小学校,131202,東京都,練馬区,東京都練馬区東大泉4-25-1,35.751902,139.584588
大泉南小学校,131202,東京都,練馬区,東京都練馬区東大泉6-28-1,35.744966,139.581156
大泉第二小学校,131202,東京都,練馬区,東京都練馬区南大泉4-29-11,35.744548,139.572984
大泉第六小学校,131202,東京都,練馬区,東京都練馬区南大泉5-25-29,35.751377,139.571621
大泉第四小学校,131202,東京都,練馬区,東京都練馬区西大泉1-24-1,35.755842,139.573581
大泉西小学校,131202,東京都,練馬区,東京都練馬区西大泉4-25-1,35.765316,139.571879
旭町小学校,131202,東京都,練馬区,東京都練馬区旭町2-29-1,35.773199,139.627629
光が丘第八小学校,131202,東京都,練馬区,東京都練馬区光が丘1-4-1,35.768213,139.637508
光が丘秋の陽小学校,131202,東京都,練馬区,東京都練馬区光が丘2-1-1,35.761628,139.634805
光が丘夏の雲小学校,131202,東京都,練馬区,東京都練馬区光が丘3-6-1,35.757345,139.631314
光が丘春の風小学校,131202,東京都,練馬区,東京都練馬区光が丘7-2-1,35.755589,139.626248
田柄第二小学校,131202,東京都,練馬区,東京都練馬区田柄1-5-27,35.759171,139.642431
田柄小学校,131202,東京都,練馬区,東京都練馬区田柄2-19-19,35.766347,139.643900
練馬東小学校,131202,東京都,練馬区,東京都練馬区春日町1-30-11,35.752421,139.647536
春日小学校,131202,東京都,練馬区,東京都練馬区春日町5-12-1,35.746663,139.639837
練馬小学校,131202,東京都,練馬区,東京都練馬区春日町6-11-36,35.752560,139.636090
高松小学校,131202,東京都,練馬区,東京都練馬区高松3-16-1,35.749775,139.626752
光が丘四季の香小学校,131202,東京都,練馬区,東京都練馬区高松5-24-1,35.761568,139.624654
豊溪小学校,131202,東京都,練馬区,東京都練馬区土支田2-26-28,35.763164,139.615443
八坂小学校,131202,東京都,練馬区,東京都練馬区土支田4-48-1,35.768803,139.611321
北町小学校,131202,東京都,練馬区,東京都練馬区北町1-14-11,35.765100,139.664460
北町西小学校,131202,東京都,練馬区,東京都練馬区北町7-3-8,35.761509,139.653744
仲町小学校,131202,東京都,練馬区,東京都練馬区氷川台2-18-24,35.758192,139.667654
開進第一小学校,131202,東京都,練馬区,東京都練馬区早宮2-1-31,35.754734,139.657726
早宮小学校,131202,東京都,練馬区,東京都練馬区早宮4-10-17,35.752226,139.651164
開進第二中学校,131202,東京都,練馬区,東京都練馬区練馬2-27-28,35.743336,139.652600
開進第三中学校,131202,東京都,練馬区,東京都練馬区桜台3-28-1,35.745865,139.665478
開進第四中学校,131202,東京都,練馬区,東京都練馬区羽沢3-24-1,35.750920,139.673380
旭丘中学校,131202,東京都,練馬区,東京都練馬区旭丘2-40-1,35.737813,139.677628
豊玉第二中学校,131202,東京都,練馬区,東京都練馬区豊玉北2-24-5,35.735185,139.664435
豊玉中学校,131202,東京都,練馬区,東京都練馬区豊玉南2-1-20,35.729257,139.657924
貫井中学校,131202,東京都,練馬区,東京都練馬区貫井2-14-13,35.739750,139.633202
中村中学校,131202,東京都,練馬区,東京都練馬区中村南1-32-21,35.728249,139.645369
三原台中学校,131202,東京都,練馬区,東京都練馬区三原台3-13-41,35.754565,139.600517
谷原中学校,131202,東京都,練馬区,東京都練馬区谷原4-10-5,35.754894,139.615126
石神井東中学校,131202,東京都,練馬区,東京都練馬区高野台1-8-34,35.742446,139.616864
南が丘中学校,131202,東京都,練馬区,東京都練馬区南田中4-8-23,35.733963,139.613114
石神井南中学校,131202,東京都,練馬区,東京都練馬区下石神井2-7-23,35.730592,139.609121
上石神井中学校,131202,東京都,練馬区,東京都練馬区上石神井4-15-27,35.728535,139.588335
石神井中学校,131202,東京都,練馬区,東京都練馬区石神井台1-32-1,35.740666,139.595313
関中学校,131202,東京都,練馬区,東京都練馬区関町北4-34-23,35.730801,139.575534
石神井西中学校,131202,東京都,練馬区,東京都練馬区関町南3-10-3,35.720311,139.581450
大泉学園中学校,131202,東京都,練馬区,東京都練馬区大泉学園町4-17-32,35.766748,139.589964
