避難所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
南第三小学校,132098,東京都,町田市,東京都町田市金森東1-2-1,35.536769,139.457441
南第四小学校,132098,東京都,町田市,東京都町田市金森東3-21-1,35.532959,139.466414
南中学校,132098,東京都,町田市,東京都町田市金森3-27-1,35.527032,139.462459
南つくし野小学校,132098,東京都,町田市,東京都町田市南つくし野2-4-8,35.515767,139.475649
つくし野中学校,132098,東京都,町田市,東京都町田市南つくし野2-14-2,35.518581,139.477027
つくし野小学校,132098,東京都,町田市,東京都町田市つくし野2-21-11,35.525721,139.482064
南第二小学校,132098,東京都,町田市,東京都町田市成瀬7-11-1,35.539452,139.478239
都立成瀬高校,132098,東京都,町田市,東京都町田市成瀬7-4-1,35.542289,139.475061
南成瀬小学校,132098,東京都,町田市,東京都町田市南成瀬3-6,35.540013,139.470340
南成瀬中学校,132098,東京都,町田市,東京都町田市南成瀬7-7-1,35.533527,139.482026
高ヶ坂小学校,132098,東京都,町田市,東京都町田市高ヶ坂6-7-1,35.541321,139.462238
成瀬中央小学校,132098,東京都,町田市,東京都町田市成瀬2-8,35.546923,139.476794
成瀬台小学校,132098,東京都,町田市,東京都町田市成瀬台2-5-2,35.550539,139.477653
成瀬台中学校,132098,東京都,町田市,東京都町田市成瀬台2-5-1,35.550579,139.476962
鶴川第四小学校,132098,東京都,町田市,東京都町田市鶴川3-22,35.592997,139.462979
真光寺中学校,132098,東京都,町田市,東京都町田市真光寺3-8-1,35.597624,139.464632
鶴川第二中学校,132098,東京都,町田市,東京都町田市鶴川6-4,35.589955,139.475034
鶴川第三小学校,132098,東京都,町田市,東京都町田市鶴川6-5,35.590545,139.473518
藤の台小学校,132098,東京都,町田市,東京都町田市金井町3040-15,35.572871,139.451652
薬師中学校,132098,東京都,町田市,東京都町田市金井1-20-1,35.575799,139.449691
金井小学校,132098,東京都,町田市,東京都町田市金井町2612-183,35.570067,139.458312
鶴川第一小学校,132098,東京都,町田市,東京都町田市野津田町1290,35.590641,139.457727
都立野津田高校,132098,東京都,町田市,東京都町田市野津田町2001,35.589610,139.437629
市立陸上競技場,132098,東京都,町田市,東京都町田市野津田町2035,35.591909,139.438623
鶴川中学校,132098,東京都,町田市,東京都町田市小野路町1905-1,35.593845,139.454080
大蔵小学校,132098,東京都,町田市,東京都町田市大蔵町286,35.587178,139.468074
鶴川第二小学校,132098,東京都,町田市,東京都町田市能ヶ谷7-24-1,35.591746,139.481283
三輪小学校,132098,東京都,町田市,東京都町田市三輪町330-1,35.577757,139.496370
金井中学校,132098,東京都,町田市,東京都町田市金井6-15-1,35.576433,139.462450
忠生第三小学校,132098,東京都,町田市,東京都町田市木曽東3-11-3,35.563357,139.425339
教育センター,132098,東京都,町田市,東京都町田市木曽東3-1-3,35.559668,139.424111
木曽境川小学校,132098,東京都,町田市,東京都町田市木曽西1-9-1,35.565395,139.415473
都立町田総合高校,132098,東京都,町田市,東京都町田市木曽西3-5-1,35.570356,139.416787
木曽中学校,132098,東京都,町田市,東京都町田市木曽西2-4-9,35.568664,139.413359
七国山小学校,132098,東京都,町田市,東京都町田市山崎町1314-2,35.576274,139.435315
山崎中学校,132098,東京都,町田市,東京都町田市山崎町1445,35.577612,139.432427
都立山崎高校,132098,東京都,町田市,東京都町田市山崎町1453-1,35.576907,139.433379
忠生小学校,132098,東京都,町田市,東京都町田市忠生3-10-2,35.579187,139.417384
山崎小学校,132098,東京都,町田市,東京都町田市忠生2-15-26,35.576055,139.425205
忠生中学校,132098,東京都,町田市,東京都町田市忠生3-14-1,35.577826,139.415627
小山田小学校,132098,東京都,町田市,東京都町田市上小山田町614,35.597642,139.405941
小山田南小学校,132098,東京都,町田市,東京都町田市小山田桜台2-7,35.588754,139.400742
小山田中学校,132098,東京都,町田市,東京都町田市小山田桜台1-12,35.587707,139.404042
都立町田工業高校,132098,東京都,町田市,東京都町田市忠生1-20-2,35.575491,139.421472
図師小学校,132098,東京都,町田市,東京都町田市図師町239-19,35.584367,139.416843
小山小学校,132098,東京都,町田市,東京都町田市小山町944,35.592396,139.377605
堺中学校,132098,東京都,町田市,東京都町田市相原町752,35.604824,139.336743
相原小学校,132098,東京都,町田市,東京都町田市相原町1673,35.606765,139.323616
ゆくのき学園（大戸小学校）,132098,東京都,町田市,東京都町田市相原町3765-3,35.609499,139.303324
ゆくのき学園（武蔵岡中学校）,132098,東京都,町田市,東京都町田市相原町3865,35.609271,139.304963
小山中央小学校,132098,東京都,町田市,東京都町田市小山ヶ丘3-7-1,35.602093,139.373273
小山ヶ丘小学校,132098,東京都,町田市,東京都町田市小山ヶ丘5-37,35.604967,139.354304
小山中学校,132098,東京都,町田市,東京都町田市小山ヶ丘1-2-4,35.595255,139.385958
サン町田旭体育館,132098,東京都,町田市,東京都町田市旭町3-20-60,35.557625,139.444412
南町田グランベリーパーク　パークライフ棟,132098,東京都,町田市,東京都町田市鶴間3-1-1,35.509991,139.469358
市立小金井第一小学校,132101,東京都,小金井市,東京都小金井市本町1-1-6,35.698369,139.510307
市立小金井第二小学校,132101,東京都,小金井市,東京都小金井市桜町2-3-58,35.710441,139.505831
市立小金井第三小学校,132101,東京都,小金井市,東京都小金井市梶野町5-7-1,35.704626,139.523017
市立小金井第四小学校,132101,東京都,小金井市,東京都小金井市貫井南町3-9-1,35.699840,139.494227
市立東小学校,132101,東京都,小金井市,東京都小金井市東町4-25-6,35.698499,139.527069
市立前原小学校,132101,東京都,小金井市,東京都小金井市前原町3-4-22,35.694173,139.501936
市立本町小学校,132101,東京都,小金井市,東京都小金井市本町5-29-21,35.704342,139.500999
市立緑小学校,132101,東京都,小金井市,東京都小金井市緑町4-15-39,35.709172,139.516394
市立南小学校,132101,東京都,小金井市,東京都小金井市前原町2-2-1,35.691622,139.513437
市立小金井第一中学校,132101,東京都,小金井市,東京都小金井市桜町2-3-15,35.710463,139.503854
市立小金井第二中学校,132101,東京都,小金井市,東京都小金井市中町1-8-25,35.695219,139.510949
市立東中学校,132101,東京都,小金井市,東京都小金井市東町1-5-33,35.690533,139.525421
市立緑中学校,132101,東京都,小金井市,東京都小金井市緑町2-11-47,35.708644,139.519313
市立南中学校,132101,東京都,小金井市,東京都小金井市貫井南町1-26-1,35.690583,139.499756
友愛会館,132101,東京都,小金井市,東京都小金井市東町4-10-2,35.694927,139.523727
三楽集会所,132101,東京都,小金井市,東京都小金井市貫井南町3-6-18,35.699074,139.495438
小平第一小学校,132110,東京都,小平市,東京都小平市小川町1-1082,35.729297,139.462806
小平第二小学校,132110,東京都,小平市,東京都小平市仲町310,35.728216,139.491175
小平第三小学校,132110,東京都,小平市,東京都小平市回田町118,35.715422,139.492380
小平第四小学校,132110,東京都,小平市,東京都小平市学園西町1-34-1,35.719858,139.471823
小平第五小学校,132110,東京都,小平市,東京都小平市花小金井6-24-1,35.728367,139.510418
小平第六小学校,132110,東京都,小平市,東京都小平市小川東町3-1-2,35.735092,139.466187
小平第七小学校,132110,東京都,小平市,東京都小平市大沼町1-22-1,35.735222,139.495682
小平第八小学校,132110,東京都,小平市,東京都小平市鈴木町1-355,35.720112,139.501807
小平第九小学校,132110,東京都,小平市,東京都小平市鈴木町1-82,35.724180,139.494505
小平第十小学校,132110,東京都,小平市,東京都小平市上水本町4-4-1,35.716861,139.473462
小平第十一小学校,132110,東京都,小平市,東京都小平市花小金井4-16-1,35.737942,139.509769
小平第十二小学校,132110,東京都,小平市,東京都小平市小川町1-464,35.728962,139.443245
小平第十三小学校,132110,東京都,小平市,東京都小平市小川西町1-22-1,35.736147,139.453744
小平第十四小学校,132110,東京都,小平市,東京都小平市仲町33,35.734086,139.481357
小平第十五小学校,132110,東京都,小平市,東京都小平市小川町2-1136,35.726550,139.466926
花小金井小学校,132110,東京都,小平市,東京都小平市花小金井1-35-1,35.726284,139.518336
鈴木小学校,132110,東京都,小平市,東京都小平市鈴木町1-450,35.719169,139.497678
学園東小学校,132110,東京都,小平市,東京都小平市学園東町2-15-1,35.725601,139.484781
上宿小学校,132110,東京都,小平市,東京都小平市小川町1-327,35.731515,139.441484
小平第一中学校,132110,東京都,小平市,東京都小平市仲町506,35.729647,139.485602
小平第二中学校,132110,東京都,小平市,東京都小平市小川東町1-17-1,35.736169,139.464381
小平第三中学校,132110,東京都,小平市,東京都小平市鈴木町1-311,35.726495,139.501884
小平第四中学校,132110,東京都,小平市,東京都小平市学園西町1-3-1,35.718322,139.478304
小平第五中学校,132110,東京都,小平市,東京都小平市小川町1-798,35.726762,139.451489
小平第六中学校,132110,東京都,小平市,東京都小平市大沼町6-4-1,35.733483,139.500815
上水中学校,132110,東京都,小平市,東京都小平市上水南町1-7-1,35.714496,139.481469
花小金井南中学校,132110,東京都,小平市,東京都小平市花小金井南町1-9-1,35.721607,139.511641
小平元気村おがわ東,132110,東京都,小平市,東京都小平市小川東町4-2-1,35.740304,139.473912
市民総合体育館,132110,東京都,小平市,東京都小平市津田町1-1-1,35.722571,139.462589
小川公民館,132110,東京都,小平市,東京都小平市小川町1-1012,35.725986,139.459268
花小金井北公民館,132110,東京都,小平市,東京都小平市花小金井5-41-3,35.734336,139.510117
上宿公民館,132110,東京都,小平市,東京都小平市小川町1-308,35.731517,139.443727
上水南公民館,132110,東京都,小平市,東京都小平市上水南町1-27-1,35.713072,139.483694
小川西町公民館,132110,東京都,小平市,東京都小平市小川西町4-10-13,35.735112,139.461773
花小金井南公民館,132110,東京都,小平市,東京都小平市花小金井南町2-12-6,35.724337,139.516123
仲町公民館・仲町図書館,132110,東京都,小平市,東京都小平市仲町145,35.730900,139.484886
津田公民館,132110,東京都,小平市,東京都小平市津田町3-11-1,35.720740,139.470037
大沼公民館,132110,東京都,小平市,東京都小平市大沼7-1-17,35.735494,139.497115
鈴木公民館,132110,東京都,小平市,東京都小平市鈴木町2-772,35.721919,139.507419
日野第一中学校,132128,東京都,日野市,東京都日野市日野本町7-7-7,35.680178,139.400592
日野第一小学校,132128,東京都,日野市,東京都日野市日野本町2-14-1,35.677118,139.398450
日野第四小学校,132128,東京都,日野市,東京都日野市石田430,35.676850,139.417366
仲田小学校,132128,東京都,日野市,東京都日野市日野本町6-1-74,35.682590,139.401935
市民の森ふれあいホール,132128,東京都,日野市,東京都日野市日野本町6-1-3,35.681299,139.402856
日野第二中学校,132128,東京都,日野市,東京都日野市多摩平4-5-2,35.665280,139.379567
豊田小学校,132128,東京都,日野市,東京都日野市東豊田2-14-1,35.660905,139.389891
日野第五小学校,132128,東京都,日野市,東京都日野市多摩平6-21-1,35.670221,139.382762
七生中学校,132128,東京都,日野市,東京都日野市南平6-7-1,35.659068,139.393545
南平小学校,132128,東京都,日野市,東京都日野市南平4-18-1,35.660446,139.399009
日野第三中学校,132128,東京都,日野市,東京都日野市程久保650,35.649182,139.411245
夢が丘小学校,132128,東京都,日野市,東京都日野市程久保1-14-2,35.652849,139.409974
日野第四中学校,132128,東京都,日野市,東京都日野市旭が丘2-42,35.661262,139.369201
日野第六小学校,132128,東京都,日野市,東京都日野市多摩平3-21,35.664788,139.373956
旭が丘小学校,132128,東京都,日野市,東京都日野市旭が丘5-21-1,35.659413,139.360112
滝合小学校,132128,東京都,日野市,東京都日野市西平山2-3-1,35.645707,139.372753
三沢中学校,132128,東京都,日野市,東京都日野市三沢1-17-4,35.659890,139.423526
潤徳小学校,132128,東京都,日野市,東京都日野市高幡402,35.664547,139.413597
日野第八小学校,132128,東京都,日野市,東京都日野市三沢200,35.661424,139.423447
七生緑小学校,132128,東京都,日野市,東京都日野市百草896-1,35.653939,139.423058
大坂上中学校,132128,東京都,日野市,東京都日野市大坂上896-1,35.674023,139.386085
日野第三小学校,132128,東京都,日野市,東京都日野市日野台2-1-1,35.679018,139.383735
日野第七小学校,132128,東京都,日野市,東京都日野市神明3-2,35.672523,139.392663
東光寺小学校,132128,東京都,日野市,東京都日野市新町3-24-1,35.681797,139.383873
平山中学校,132128,東京都,日野市,東京都日野市平山4-21-3,35.651780,139.385473
平山小学校,132128,東京都,日野市,東京都日野市平山4-8-6,35.649354,139.385087
化成小学校,132136,東京都,東村山市,東京都東村山市諏訪町1-4-1,35.764738,139.466002
回田小学校,132136,東京都,東村山市,東京都東村山市廻田町3-28-1,35.758846,139.446523
大岱小学校,132136,東京都,東村山市,東京都東村山市恩多町4-17-1,35.756700,139.477882
秋津小学校,132136,東京都,東村山市,東京都東村山市秋津町3-48-1,35.773029,139.481921
八坂小学校,132136,東京都,東村山市,東京都東村山市栄町3-34-1,35.749299,139.466011
萩山小学校,132136,東京都,東村山市,東京都東村山市萩山町4-16-1,35.743939,139.477797
南台小学校,132136,東京都,東村山市,東京都東村山市富士見町1-16-12,35.744420,139.455230
久米川小学校,132136,東京都,東村山市,東京都東村山市久米川町4-11-1,35.762052,139.471660
東萩山小学校,132136,東京都,東村山市,東京都東村山市萩山町5-7-1,35.746329,139.477564
青葉小学校,132136,東京都,東村山市,東京都東村山市青葉町2-33-1,35.764679,139.490031
北山小学校,132136,東京都,東村山市,東京都東村山市野口町3-45-1,35.766322,139.455688
秋津東小学校,132136,東京都,東村山市,東京都東村山市秋津町4-35-11,35.774723,139.488841
野火止小学校,132136,東京都,東村山市,東京都東村山市恩多町5-47-1,35.756577,139.485835
久米川東小学校,132136,東京都,東村山市,東京都東村山市久米川町2-40-10,35.765641,139.482691
富士見小学校,132136,東京都,東村山市,東京都東村山市富士見町5-4-57,35.746833,139.458592
東村山第一中学校,132136,東京都,東村山市,東京都東村山市富士見町1-5-2,35.742486,139.460702
東村山第二中学校,132136,東京都,東村山市,東京都東村山市久米川町2-4-1,35.769934,139.474862
東村山第三中学校,132136,東京都,東村山市,東京都東村山市萩山町5-2-1,35.747995,139.476651
東村山第四中学校,132136,東京都,東村山市,東京都東村山市野口町3-24-1,35.764000,139.453621
東村山第五中学校,132136,東京都,東村山市,東京都東村山市恩多町4-38-1,35.760639,139.480730
東村山第六中学校,132136,東京都,東村山市,東京都東村山市秋津町2-29-14,35.769767,139.490071
東村山第七中学校,132136,東京都,東村山市,東京都東村山市美住町2-23-1,35.755465,139.459417
都立東村山高等学校,132136,東京都,東村山市,東京都東村山市恩多町4-26-1,35.759790,139.476596
都立東村山西高等学校,132136,東京都,東村山市,東京都東村山市富士見町5-4-41,35.749133,139.454990
明法高等学校・中学校,132136,東京都,東村山市,東京都東村山市富士見町2-4-12,35.744077,139.453932
明治学院東村山高等学校・中学校,132136,東京都,東村山市,東京都東村山市富士見町1-12-3,35.740525,139.457589
第一小学校,132144,東京都,国分寺市,東京都国分寺市東元町2-1-20,35.692655,139.484605
第二小学校,132144,東京都,国分寺市,東京都国分寺市光町3-1,35.707812,139.444677
第三小学校,132144,東京都,国分寺市,東京都国分寺市東恋ヶ窪2-13,35.707919,139.477422
第四小学校,132144,東京都,国分寺市,東京都国分寺市西元町1-8-1,35.695894,139.470079
第五小学校,132144,東京都,国分寺市,東京都国分寺市日吉町1-30,35.703857,139.459197
第六小学校,132144,東京都,国分寺市,東京都国分寺市並木町2-1,35.714551,139.454859
第七小学校,132144,東京都,国分寺市,東京都国分寺市本多1-2-1,35.703727,139.483645
第八小学校,132144,東京都,国分寺市,東京都国分寺市西町5-18,35.716254,139.432862
第九小学校,132144,東京都,国分寺市,東京都国分寺市西恋ヶ窪4-12-6,35.707476,139.464391
第十小学校,132144,東京都,国分寺市,東京都国分寺市戸倉3-5,35.708190,139.454163
第一中学校,132144,東京都,国分寺市,東京都国分寺市東戸倉2-6,35.712120,139.465778
第二中学校,132144,東京都,国分寺市,東京都国分寺市本多1-2-17,35.704137,139.482823
第三中学校,132144,東京都,国分寺市,東京都国分寺市高木町2-11,35.711006,139.438390
第四中学校,132144,東京都,国分寺市,東京都国分寺市西元町3-10-7,35.690513,139.470491
第五中学校,132144,東京都,国分寺市,東京都国分寺市並木町2-15,35.714365,139.452992
都立国分寺高校,132144,東京都,国分寺市,東京都国分寺市新町3-2-5,35.712398,139.447492
東京経済大学,132144,東京都,国分寺市,東京都国分寺市南町1-7-34,35.699534,139.489946
国立第一小学校,132152,東京都,国立市,東京都国立市谷保6026,35.680784,139.436883
国立第二小学校,132152,東京都,国立市,東京都国立市西2-13,35.694098,139.434595
国立第三小学校,132152,東京都,国立市,東京都国立市東4-24-1,35.687687,139.452108
国立第四小学校,132152,東京都,国立市,東京都国立市北2-29,35.700805,139.436315
国立第五小学校,132152,東京都,国立市,東京都国立市富士見台2-47-2,35.684947,139.441387
国立第六小学校,132152,東京都,国立市,東京都国立市谷保6600,35.685053,139.427763
国立第七小学校,132152,東京都,国立市,東京都国立市富士見台1-47-7,35.680752,139.450389
国立第八小学校,132152,東京都,国立市,東京都国立市中1-3-1,35.698284,139.436982
国立第一中学校,132152,東京都,国立市,東京都国立市東4-24-1,35.688335,139.450783
国立第二中学校,132152,東京都,国立市,東京都国立市富士見台3-30,35.687850,139.434337
国立第三中学校,132152,東京都,国立市,東京都国立市谷保1348-1,35.677196,139.440085
福生第一小学校,132187,東京都,福生市,東京都福生市福生1055,35.742225,139.325589
福生第二小学校,132187,東京都,福生市,東京都福生市熊川623,35.724755,139.336332
福生第三小学校,132187,東京都,福生市,東京都福生市牛浜162,35.736262,139.335499
福生第四小学校,132187,東京都,福生市,東京都福生市福生1290,35.745536,139.321834
福生第五小学校,132187,東京都,福生市,東京都福生市南田園1-2-2,35.721323,139.331897
福生第六小学校,132187,東京都,福生市,東京都福生市加美平1-9-1,35.749093,139.327488
福生第七小学校,132187,東京都,福生市,東京都福生市北田園1-1-1,35.732299,139.327443
福生第一中学校,132187,東京都,福生市,東京都福生市熊川845,35.731221,139.337109
福生第二中学校,132187,東京都,福生市,東京都福生市加美平1-22-1,35.752213,139.326541
福生第三中学校,132187,東京都,福生市,東京都福生市南田園3-1-1,35.729557,139.331529
都立福生高等学校,132187,東京都,福生市,東京都福生市北田園2-11-3,35.736739,139.322179
都立多摩工業高等学校,132187,東京都,福生市,東京都福生市熊川215,35.716131,139.338793
中央体育館,132187,東京都,福生市,東京都福生市北田園2-9-1,35.734586,139.322467
熊川地域体育館,132187,東京都,福生市,東京都福生市熊川380-7,35.720582,139.336999
福生地域体育館,132187,東京都,福生市,東京都福生市武蔵野台1-8-7,35.746236,139.334189
福東会館,132187,東京都,福生市,東京都福生市熊川1662-7,35.722442,139.345869
防災食育センター,132187,東京都,福生市,東京都福生市熊川1606-1,35.723521,139.352600
狛江第一小学校,132195,東京都,狛江市,東京都狛江市和泉本町1-37-1,35.637189,139.577960
狛江第三小学校,132195,東京都,狛江市,東京都狛江市猪方1-11-1,35.628085,139.585166
狛江第五小学校,132195,東京都,狛江市,東京都狛江市東野川1-35-13,35.643918,139.581682
狛江第六小学校,132195,東京都,狛江市,東京都狛江市駒井町1-21-1,35.624551,139.585175
和泉小学校,132195,東京都,狛江市,東京都狛江市中和泉3-33-1,35.634702,139.568286
緑野小学校,132195,東京都,狛江市,東京都狛江市和泉本町4-3-1,35.641604,139.571154
狛江第一中学校,132195,東京都,狛江市,東京都狛江市和泉本町2-15-1,35.640970,139.577674
狛江第二中学校,132195,東京都,狛江市,東京都狛江市猪方2-7-1,35.627234,139.583127
狛江第三中学校,132195,東京都,狛江市,東京都狛江市元和泉1-23-1,35.629902,139.574635
狛江第四中学校,132195,東京都,狛江市,東京都狛江市東野川4-1-1,35.645179,139.581709
西和泉体育館,132195,東京都,狛江市,東京都狛江市西和泉1-16-1,35.639622,139.565236
上和泉地域センター,132195,東京都,狛江市,東京都狛江市和泉本町4-7-51,35.645211,139.568057
都立狛江高等学校,132195,東京都,狛江市,東京都狛江市元和泉3-9-1,35.627464,139.570593
都立東大和南高校,132209,東京都,東大和市,東京都東大和市桜が丘3-44-8,35.731948,139.423397
都立東大和高校,132209,東京都,東大和市,東京都東大和市中央3-945,35.745221,139.424560
東大和市立第一中学校,132209,東京都,東大和市,東京都東大和市奈良橋3-530,35.751183,139.427773
東大和市立第二中学校,132209,東京都,東大和市,東京都東大和市南街3-60-4,35.739609,139.428617
東大和市立第三中学校,132209,東京都,東大和市,東京都東大和市仲原2-7,35.744324,139.441756
東大和市立第四中学校,132209,東京都,東大和市,東京都東大和市立野2-6-2,35.744929,139.418285
東大和市立第五中学校,132209,東京都,東大和市,東京都東大和市芋窪5-1119,35.748218,139.416935
東大和市立第一小学校,132209,東京都,東大和市,東京都東大和市奈良橋4-573,35.751410,139.425981
東大和市立第二小学校,132209,東京都,東大和市,東京都東大和市南街3-61-2,35.738457,139.429488
東大和市立第三小学校,132209,東京都,東大和市,東京都東大和市清原4-1312-2,35.740074,139.446379
東大和市立第四小学校,132209,東京都,東大和市,東京都東大和市狭山5-1038,35.748589,139.441126
東大和市立第五小学校,132209,東京都,東大和市,東京都東大和市向原1-11,35.740745,139.440849
東大和市立第六小学校,132209,東京都,東大和市,東京都東大和市仲原1-5-1,35.744461,139.443477
東大和市立第七小学校,132209,東京都,東大和市,東京都東大和市芋窪5-1171,35.750242,139.414687
東大和市立第八小学校,132209,東京都,東大和市,東京都東大和市立野3-1255,35.741389,139.422492
東大和市立第九小学校,132209,東京都,東大和市,東京都東大和市蔵敷2-546,35.751931,139.419943
東大和市立第十小学校,132209,東京都,東大和市,東京都東大和市上北台3-399,35.741841,139.413089
東大和市立奈良橋市民センター,132209,東京都,東大和市,東京都東大和市奈良橋4-600,35.752435,139.425779
東大和市立南街市民センター,132209,東京都,東大和市,東京都東大和市南街5-32,35.737198,139.431491
東大和市立清原市民センター,132209,東京都,東大和市,東京都東大和市清原4-1,35.740808,139.447205
東大和市立上北台市民センター,132209,東京都,東大和市,東京都東大和市上北台2-865-9,35.742893,139.414722
東大和市立桜が丘市民センター,132209,東京都,東大和市,東京都東大和市桜が丘3-44-13,35.734273,139.420075
東大和市立向原市民センター,132209,東京都,東大和市,東京都東大和市向原3-10,35.740550,139.436720
東大和市立新堀地区会館,132209,東京都,東大和市,東京都東大和市新堀3-6-1,35.738194,139.446918
東大和市立市民体育館,132209,東京都,東大和市,東京都東大和市桜が丘2-167-13,35.735783,139.421577
東大和市立中央公民館,132209,東京都,東大和市,東京都東大和市中央3-926,35.744601,139.426375
東大和市立狭山公民館,132209,東京都,東大和市,東京都東大和市狭山3-1344-1,35.755848,139.437671
東大和市立蔵敷公民館,132209,東京都,東大和市,東京都東大和市蔵敷2-337,35.754187,139.416182
東大和市立郷土博物館,132209,東京都,東大和市,東京都東大和市奈良橋1-260-2,35.755039,139.423014
清瀬小学校,132217,東京都,清瀬市,東京都清瀬市中里5-741,35.785194,139.525615
芝山小学校,132217,東京都,清瀬市,東京都清瀬市元町2-16-8,35.775243,139.511264
清瀬第三小学校,132217,東京都,清瀬市,東京都清瀬市竹丘1-15-4,35.768597,139.509959
清瀬第四小学校,132217,東京都,清瀬市,東京都清瀬市中里2-1471,35.783081,139.509971
清明小学校,132217,東京都,清瀬市,東京都清瀬市旭が丘2-8-1,35.796636,139.539476
清瀬第六小学校,132217,東京都,清瀬市,東京都清瀬市梅園2-9-45,35.771727,139.504517
清瀬第七小学校,132217,東京都,清瀬市,東京都清瀬市松山3-1-92,35.768004,139.512643
清瀬第八小学校,132217,東京都,清瀬市,東京都清瀬市中清戸4-1070,35.787391,139.530996
清瀬第十小学校,132217,東京都,清瀬市,東京都清瀬市中清戸1-454-14,35.775144,139.527571
清瀬中学校,132217,東京都,清瀬市,東京都清瀬市中里5-624,35.784932,139.525044
清瀬第二中学校,132217,東京都,清瀬市,東京都清瀬市梅園2-9-15,35.773199,139.504713
清瀬第三中学校,132217,東京都,清瀬市,東京都清瀬市旭が丘1-262,35.791512,139.534740
清瀬第四中学校,132217,東京都,清瀬市,東京都清瀬市野塩3-2-3,35.778736,139.507786
清瀬第五中学校,132217,東京都,清瀬市,東京都清瀬市中清戸3-258-1,35.775019,139.533768
清瀬けやきホール,132217,東京都,清瀬市,東京都清瀬市元町1-6-6,35.774652,139.519565
コミュニティプラザひまわり,132217,東京都,清瀬市,東京都清瀬市下清戸1-212-4,35.778162,139.538732
松山地域市民センター,132217,東京都,清瀬市,東京都清瀬市松山2-6-25,35.770993,139.514819
野塩地域市民センター,132217,東京都,清瀬市,東京都清瀬市野塩1-322-2,35.779179,139.499478
下宿地域市民センター,132217,東京都,清瀬市,東京都清瀬市下宿2-524-1,35.797529,139.533240
竹丘地域市民センター,132217,東京都,清瀬市,東京都清瀬市竹丘1-11-1,35.765865,139.511540
中清戸地域市民センター,132217,東京都,清瀬市,東京都清瀬市中清戸4-847-5,35.784854,139.527670
中里地域市民センター,132217,東京都,清瀬市,東京都清瀬市中里4-1301,35.786499,139.514165
郷土博物館,132217,東京都,清瀬市,東京都清瀬市上清戸2-6-41,35.779719,139.520904
児童センター,132217,東京都,清瀬市,東京都清瀬市中清戸3-235-5,35.776403,139.530798
市民活動センター,132217,東京都,清瀬市,東京都清瀬市上清戸2-6-10,35.779186,139.521070
消費生活センター,132217,東京都,清瀬市,東京都清瀬市元町1-4-17,35.774400,139.520648
第一小学校,132225,東京都,東久留米市,東京都東久留米市中央町6-8-1,35.754299,139.516095
第二小学校,132225,東京都,東久留米市,東京都東久留米市新川町1-14-6,35.759682,139.538154
第三小学校,132225,東京都,東久留米市,東京都東久留米市中央町1-16-1,35.757445,139.524405
第五小学校,132225,東京都,東久留米市,東京都東久留米市南沢4-6-1,35.746729,139.528024
第六小学校,132225,東京都,東久留米市,東京都東久留米市金山町1-17-1,35.769113,139.537418
第七小学校,132225,東京都,東久留米市,東京都東久留米市滝山7-26-30,35.750098,139.504005
第九小学校,132225,東京都,東久留米市,東京都東久留米市滝山3-2-30,35.742213,139.508359
第十小学校,132225,東京都,東久留米市,東京都東久留米市柳窪5-9-43,35.750657,139.492853
小山小学校,132225,東京都,東久留米市,東京都東久留米市小山5-5-4,35.765070,139.518597
神宝小学校,132225,東京都,東久留米市,東京都東久留米市神宝町1-6-7,35.766670,139.544075
南町小学校,132225,東京都,東久留米市,東京都東久留米市南町3-2-23,35.740983,139.524238
本村小学校,132225,東京都,東久留米市,東京都東久留米市野火止3-5-1,35.760313,139.507577
旧下里小学校,132225,東京都,東久留米市,東京都東久留米市下里3-11-25,35.751796,139.498477
東中学校,132225,東京都,東久留米市,東京都東久留米市上の原2-1-40,35.771277,139.546892
西中学校,132225,東京都,東久留米市,東京都東久留米市滝山2-3-23,35.746606,139.507910
南中学校,132225,東京都,東久留米市,東京都東久留米市学園町2-1-23,35.749718,139.534438
下里中学校,132225,東京都,東久留米市,東京都東久留米市下里3-21-1,35.751865,139.500174
中央中学校,132225,東京都,東久留米市,東京都東久留米市中央町5-7-65,35.750047,139.515944
東久留米市スポーツセンター,132225,東京都,東久留米市,東京都東久留米市大門町2-14-37,35.762252,139.544418
都立東久留米総合高校,132225,東京都,東久留米市,東京都東久留米市幸町5-8-46,35.762450,139.519585
都立久留米西高等学校,132225,東京都,東久留米市,東京都東久留米市野火止2-1-44,35.761991,139.512636
自由学園,132225,東京都,東久留米市,東京都東久留米市学園町1-8-15,35.754572,139.537751
クリスチャン・アカデミー・イン・ジャパン,132225,東京都,東久留米市,東京都東久留米市新川町1-2-14,35.758869,139.536964
学芸大学付属特別支援学校,132225,東京都,東久留米市,東京都東久留米市氷川台1-6-1,35.764661,139.530635
武蔵村山市立第一小学校,132233,東京都,武蔵村山市,東京都武蔵村山市本町1-1-11,35.754702,139.388146
武蔵村山市立第二小学校,132233,東京都,武蔵村山市,東京都武蔵村山市三ツ木2-12-2,35.758111,139.373943
武蔵村山市立第三小学校,132233,東京都,武蔵村山市,東京都武蔵村山市中藤1-36-1,35.756927,139.397830
武蔵村山市立小中一貫校大南学園第七小学校,132233,東京都,武蔵村山市,東京都武蔵村山市大南2-78-1,35.739871,139.401973
